zGrid, Wx, Wy, Curve, curveWx, CurveWy 
960.0, 4.030417143928092, 6.748405537266716, -29.35106574927274, 4.232104654193354, 6.874720034540882
970.0, 4.3023023000794955, 7.017562043560848, -31.21391585711604, 4.487371906280954, 7.165920909582773
980.0, 4.600897364405447, 7.395287128998221, -33.16963964598196, 4.750545973067905, 7.465743545569567
990.0, 4.868600863881158, 7.71077877947438, -35.2215269973192, 5.0215768497060544, 7.774172692629293
1000.0, 5.320320643586377, 8.255745751687291, -37.37289662650427, 5.300424239325679, 8.091192356095329
1010.0, 5.671696132826492, 8.766753441889643, -39.62709608284163, 5.587055763913777, 8.41678609636266
1020.0, 6.100598703435081, 9.107264409219102, -41.987501749563485, 5.881445516729524, 8.750937270705425
1030.0, 6.346153682796742, 9.371469297801308, -44.45751884383001, 6.183572888184649, 9.093629226404728
1040.0, 6.648626039745008, 9.600996747887496, -47.040581416728905, 6.493421611065499, 9.44484545325022
1050.0, 6.956592350184442, 9.851395972940983, -49.740152353276144, 6.810978982080207, 9.804569702318123
1060.0, 7.28460556852661, 10.193917876550374, -52.5597233724152, 7.136235225515114, 10.172786076896434
1070.0, 7.70559399775642, 10.399130768201127, -55.502815027017625, 7.469182971741382, 10.54947910052288
1080.0, 8.01996440903594, 10.540634832495646, -58.57297670388256, 7.8098168288086685, 10.93463376631452
1090.0, 8.374140546062318, 10.764112244382561, -61.77378662373722, 8.158133029706567, 11.328235571090781
1100.0, 8.714736686788846, 10.799805656334671, -65.10885184123669, 8.514129141312955, 11.73027053721231
1110.0, 8.801093058696715, 10.535682165394647, -68.58180824496336, 8.877803823775128, 12.140725224565443
1120.0, 8.143127981023838, 9.266318625815458, -72.19632055742834, 9.249156631237513, 12.559586734705613
1130.0, 6.455204830797242, 7.116552689818046, -75.9560823350699, 9.628187846557811, 12.986842708821627
1140.0, 1.6096133447229124, 1.7010444243351976, -79.8648159682544, 10.014898344034684, 13.422481320888588
1150.0, 1.7052676779759133, 1.917481303153662, -83.92627268127578, 10.409289475277802, 13.86649126713045
1160.0, 1.5622148612476192, 1.8574565935985863, -88.14423253235647, 10.811362974241831, 14.318861752707987
1170.0, 1.570405238214328, 2.036259686027643, -92.52250441364598, 11.221120878164427, 14.77958247637678
1180.0, 1.5571189167364399, 2.0628660248426662, -97.0649260512223, 11.638565461729739, 15.24864361371826
1190.0, 1.6035235235818357, 2.153367247893611, -101.77536400509067, 12.063699182250865, 15.726035799429265
1200.0, 1.6711423309344802, 2.2537910375518204, -106.65771366918455, 12.496524634048734, 16.211750109058904
--
1.1320914060702065, 1.083621381517916, 0.3204448407639358, -0.3820434498723843, 0.07224473582785682, 0.08505680927929311, 128.16093380506192, 88.24568165852429, 617.684990211
